order_id,order_date,category,region,customer_segment,quantity,unit_price,revenue
ORD-101297,2025-01-10,Home & Kitchen,North,Consumer,2,58.61,117.22
ORD-101773,2025-01-10,Home & Kitchen,North,Consumer,1,61.07,61.07
ORD-102163,2025-01-11,Home & Kitchen,East,Consumer,3,65.25,195.75
ORD-102073,2025-01-11,Electronics,East,Consumer,5,313.27,1566.35
ORD-100638,2025-01-11,Home & Kitchen,East,Consumer,4,160.0,640.0
ORD-101769,2025-01-11,Electronics,East,Corporate,2,472.59,945.18
ORD-102324,2025-01-12,Beauty,East,Home Office,5,33.37,166.85
ORD-101745,2025-01-12,Home & Kitchen,North,Consumer,4,148.33,593.32
ORD-100630,2025-01-12,Electronics,South,Consumer,5,420.39,2101.95
ORD-100373,2025-01-12,Sports,North,Consumer,4,62.29,249.16
ORD-100679,2025-01-12,Electronics,West,Consumer,2,308.09,616.18
ORD-101169,2025-01-12,Books,West,Consumer,3,37.34,112.02
ORD-100197,2025-01-12,Books,North,Corporate,5,26.54,132.7
ORD-100941,2025-01-13,Electronics,East,Consumer,2,338.93,677.86
ORD-102238,2025-01-13,Clothing,South,Consumer,1,55.52,55.52
ORD-101259,2025-01-13,Home & Kitchen,North,Consumer,1,99.31,99.31
ORD-100705,2025-01-13,Electronics,East,Consumer,3,429.04,1287.12
ORD-100617,2025-01-13,Clothing,South,Corporate,1,42.23,42.23
ORD-101583,2025-01-13,Electronics,East,Consumer,4,158.81,635.24
ORD-101681,2025-01-13,Home & Kitchen,West,Consumer,1,164.44,164.44
ORD-101733,2025-01-13,Clothing,North,Consumer,4,88.15,352.6
ORD-101831,2025-01-13,Books,North,Corporate,5,31.9,159.5
ORD-101527,2025-01-13,Electronics,West,Consumer,4,200.96,803.84
ORD-100049,2025-01-14,Electronics,South,Consumer,3,495.69,1487.07
ORD-100868,2025-01-14,Clothing,East,Consumer,3,48.47,145.41
ORD-100181,2025-01-14,Electronics,North,Corporate,2,460.77,921.54
ORD-100904,2025-01-14,Clothing,East,Home Office,3,81.43,244.29
ORD-102240,2025-01-15,Home & Kitchen,West,Corporate,4,44.11,176.44
ORD-100411,2025-01-15,Home & Kitchen,South,Consumer,5,44.46,222.3
ORD-100385,2025-01-15,Electronics,East,Home Office,2,239.12,478.24
ORD-100761,2025-01-15,Home & Kitchen,South,Home Office,3,70.99,212.97
ORD-100871,2025-01-15,Electronics,East,Consumer,1,210.46,210.46
ORD-101646,2025-01-16,Beauty,North,Consumer,4,22.0,88.0
ORD-100840,2025-01-16,Electronics,West,Corporate,3,161.52,484.56
ORD-101383,2025-01-16,Sports,East,Consumer,4,136.06,544.24
ORD-100090,2025-01-16,Clothing,North,Consumer,4,80.85,323.4
ORD-101719,2025-01-16,Clothing,North,Corporate,3,76.86,230.58
ORD-101074,2025-01-17,Books,East,Consumer,2,22.84,45.68
ORD-101162,2025-01-17,Electronics,North,Consumer,4,309.49,1237.96
ORD-101714,2025-01-17,Electronics,South,Consumer,1,485.23,485.23
ORD-101871,2025-01-17,Sports,South,Consumer,2,95.59,191.18
ORD-100047,2025-01-17,Clothing,South,Corporate,2,42.1,84.2
ORD-101457,2025-01-17,Home & Kitchen,East,Consumer,5,52.84,264.2
ORD-101580,2025-01-18,Sports,West,Consumer,4,41.23,164.92
ORD-100166,2025-01-18,Electronics,South,Consumer,4,329.69,1318.76
ORD-100371,2025-01-18,Home & Kitchen,South,Consumer,5,33.85,169.25
ORD-101238,2025-01-18,Clothing,West,Consumer,3,31.53,94.59
ORD-100454,2025-01-19,Clothing,East,Consumer,2,15.24,30.48
ORD-100419,2025-01-19,Books,East,Consumer,3,19.57,58.71
ORD-101151,2025-01-19,Sports,North,Consumer,3,188.15,564.45
ORD-102010,2025-01-19,Sports,West,Consumer,3,132.96,398.88
ORD-100319,2025-01-19,Electronics,East,Corporate,4,389.44,1557.76
ORD-102173,2025-01-19,Clothing,North,Corporate,3,78.91,236.73
ORD-101090,2025-01-20,Books,West,Consumer,1,16.46,16.46
ORD-102284,2025-01-20,Books,South,Home Office,3,32.45,97.35
ORD-101310,2025-01-20,Sports,East,Consumer,4,142.49,569.96
ORD-100132,2025-01-20,Home & Kitchen,South,Home Office,3,35.86,107.58
ORD-102297,2025-01-20,Electronics,South,Corporate,3,418.62,1255.86
ORD-101513,2025-01-20,Clothing,West,Consumer,5,21.43,107.15
ORD-101877,2025-01-20,Electronics,South,Consumer,2,569.39,1138.78
ORD-101967,2025-01-20,Home & Kitchen,West,Consumer,1,173.62,173.62
ORD-100008,2025-01-21,Home & Kitchen,West,Consumer,4,174.81,699.24
ORD-101025,2025-01-21,Clothing,South,Consumer,2,32.48,64.96
ORD-100584,2025-01-21,Sports,South,Corporate,1,60.17,60.17
ORD-100856,2025-01-21,Home & Kitchen,East,Corporate,3,160.43,481.29
ORD-102255,2025-01-21,Sports,South,Consumer,3,112.22,336.66
ORD-100192,2025-01-21,Clothing,West,Consumer,1,29.67,29.67
ORD-101919,2025-01-21,Clothing,West,Corporate,4,22.32,89.28
ORD-100689,2025-01-21,Home & Kitchen,North,Corporate,1,79.73,79.73
ORD-101925,2025-01-21,Beauty,North,Consumer,5,54.92,274.6
ORD-102366,2025-01-22,Electronics,East,Consumer,2,562.66,1125.32
ORD-101546,2025-01-22,Beauty,West,Consumer,2,54.32,108.64
ORD-100212,2025-01-22,Sports,North,Consumer,1,177.0,177.0
ORD-100105,2025-01-22,Electronics,South,Consumer,2,402.84,805.68
ORD-101236,2025-01-22,Home & Kitchen,West,Home Office,3,153.81,461.43
ORD-102233,2025-01-22,Home & Kitchen,West,Consumer,2,101.8,203.6
ORD-101033,2025-01-23,Electronics,North,Consumer,2,542.43,1084.86
ORD-100698,2025-01-23,Beauty,South,Corporate,3,60.14,180.42
ORD-101986,2025-01-23,Electronics,North,Corporate,5,287.34,1436.7
ORD-100349,2025-01-23,Electronics,South,Consumer,4,272.76,1091.04
ORD-100926,2025-01-23,Electronics,South,Consumer,1,270.71,270.71
ORD-100174,2025-01-23,Sports,North,Consumer,1,113.29,113.29
ORD-101643,2025-01-23,Clothing,North,Consumer,4,74.63,298.52
ORD-100565,2025-01-24,Sports,West,Consumer,5,126.42,632.1
ORD-100845,2025-01-24,Electronics,South,Corporate,2,287.17,574.34
ORD-102004,2025-01-24,Electronics,East,Consumer,2,401.94,803.88
ORD-101327,2025-01-24,Electronics,West,Consumer,5,337.46,1687.3
ORD-102328,2025-01-24,Electronics,West,Home Office,3,441.59,1324.77
ORD-101982,2025-01-25,Electronics,East,Corporate,4,317.47,1269.88
ORD-101353,2025-01-25,Sports,South,Consumer,2,76.13,152.26
ORD-101817,2025-01-25,Beauty,North,Consumer,5,66.43,332.15
ORD-100675,2025-01-25,Sports,South,Home Office,2,199.31,398.62
ORD-100767,2025-01-25,Electronics,North,Consumer,3,241.47,724.41
ORD-101589,2025-01-25,Electronics,South,Corporate,4,518.01,2072.04
ORD-102345,2025-01-25,Electronics,West,Consumer,2,124.12,248.24
ORD-101063,2025-01-25,Electronics,West,Consumer,4,393.76,1575.04
ORD-102196,2025-01-26,Electronics,South,Consumer,1,123.14,123.14
ORD-100876,2025-01-26,Clothing,South,Home Office,4,36.74,146.96
ORD-101098,2025-01-26,Beauty,North,Corporate,3,69.49,208.47
ORD-101977,2025-01-26,Electronics,North,Consumer,2,444.75,889.5
ORD-101612,2025-01-26,Electronics,West,Consumer,2,470.81,941.62
ORD-100556,2025-01-26,Home & Kitchen,South,Corporate,1,48.9,48.9
ORD-100293,2025-01-26,Home & Kitchen,West,Corporate,4,127.67,510.68
ORD-101743,2025-01-26,Electronics,South,Consumer,5,573.5,2867.5
ORD-101467,2025-01-26,Sports,West,Home Office,4,175.61,702.44
ORD-101390,2025-01-26,Home & Kitchen,South,Home Office,5,41.56,207.8
ORD-102169,2025-01-27,Books,East,Home Office,4,31.08,124.32
ORD-100991,2025-01-27,Clothing,North,Corporate,1,44.38,44.38
ORD-101096,2025-01-27,Sports,South,Consumer,3,166.8,500.4
ORD-101369,2025-01-27,Home & Kitchen,West,Corporate,5,31.2,156.0
ORD-100922,2025-01-27,Clothing,South,Consumer,4,70.24,280.96
ORD-101406,2025-01-27,Books,East,Consumer,2,25.77,51.54
ORD-101737,2025-01-28,Beauty,South,Consumer,5,40.84,204.2
ORD-102398,2025-01-28,Home & Kitchen,North,Corporate,2,133.2,266.4
ORD-101054,2025-01-28,Home & Kitchen,East,Consumer,4,53.05,212.2
ORD-101343,2025-01-28,Electronics,West,Corporate,5,280.55,1402.75
ORD-100998,2025-01-28,Electronics,East,Home Office,3,351.27,1053.81
ORD-100879,2025-01-28,Home & Kitchen,East,Consumer,1,117.46,117.46
ORD-101207,2025-01-29,Beauty,North,Corporate,4,48.21,192.84
ORD-101234,2025-01-29,Clothing,West,Consumer,2,20.94,41.88
ORD-100206,2025-01-29,Clothing,South,Corporate,1,36.91,36.91
ORD-100521,2025-01-29,Electronics,West,Home Office,2,576.65,1153.3
ORD-101338,2025-01-29,Books,South,Consumer,3,28.5,85.5
ORD-101319,2025-01-29,Books,West,Consumer,3,39.97,119.91
ORD-102104,2025-01-29,Home & Kitchen,West,Consumer,5,174.05,870.25
ORD-100792,2025-01-30,Clothing,North,Consumer,5,18.55,92.75
ORD-101699,2025-01-30,Home & Kitchen,East,Consumer,5,72.07,360.35
ORD-100513,2025-01-30,Home & Kitchen,South,Consumer,2,101.92,203.84
ORD-101389,2025-01-30,Sports,South,Corporate,5,154.07,770.35
ORD-100531,2025-01-30,Beauty,East,Home Office,2,42.78,85.56
ORD-100462,2025-01-31,Books,West,Home Office,3,23.93,71.79
ORD-102213,2025-01-31,Sports,South,Consumer,2,107.42,214.84
ORD-101265,2025-01-31,Books,North,Corporate,5,38.13,190.65
ORD-100863,2025-01-31,Electronics,East,Consumer,3,276.04,828.12
ORD-102397,2025-01-31,Clothing,North,Consumer,2,65.19,130.38
ORD-102341,2025-02-01,Clothing,East,Consumer,5,69.08,345.4
ORD-102085,2025-02-01,Home & Kitchen,West,Corporate,1,76.41,76.41
ORD-102289,2025-02-01,Clothing,East,Corporate,5,38.27,191.35
ORD-100248,2025-02-01,Sports,North,Corporate,1,120.29,120.29
ORD-102381,2025-02-01,Electronics,East,Consumer,1,446.54,446.54
ORD-101789,2025-02-01,Electronics,South,Consumer,4,457.91,1831.64
ORD-101632,2025-02-01,Clothing,South,Consumer,5,19.57,97.85
ORD-100392,2025-02-02,Electronics,West,Consumer,5,196.52,982.6
ORD-100596,2025-02-02,Electronics,East,Home Office,3,524.39,1573.17
ORD-100346,2025-02-02,Home & Kitchen,West,Consumer,5,163.21,816.05
ORD-100934,2025-02-02,Clothing,West,Corporate,5,32.06,160.3
ORD-102252,2025-02-02,Home & Kitchen,West,Corporate,4,142.96,571.84
ORD-100268,2025-02-02,Clothing,West,Corporate,5,55.81,279.05
ORD-100653,2025-02-03,Home & Kitchen,East,Consumer,2,175.06,350.12
ORD-100146,2025-02-03,Electronics,West,Corporate,2,454.9,909.8
ORD-101204,2025-02-03,Home & Kitchen,East,Corporate,2,73.1,146.2
ORD-100809,2025-02-03,Electronics,West,Consumer,2,182.85,365.7
ORD-101230,2025-02-03,Electronics,East,Corporate,4,171.59,686.36
ORD-100093,2025-02-03,Beauty,South,Consumer,4,56.06,224.24
ORD-101577,2025-02-03,Home & Kitchen,West,Corporate,4,76.63,306.52
ORD-102067,2025-02-04,Home & Kitchen,South,Home Office,4,100.9,403.6
ORD-101765,2025-02-04,Electronics,South,Corporate,2,264.23,528.46
ORD-102164,2025-02-04,Clothing,South,Home Office,2,15.42,30.84
ORD-102290,2025-02-04,Electronics,South,Consumer,1,361.7,361.7
ORD-102256,2025-02-04,Sports,North,Consumer,4,28.58,114.32
ORD-101983,2025-02-05,Electronics,West,Corporate,4,518.52,2074.08
ORD-100451,2025-02-05,Books,North,Home Office,5,12.76,63.8
ORD-100066,2025-02-05,Books,North,Consumer,4,27.8,111.2
ORD-101869,2025-02-05,Beauty,West,Consumer,2,50.07,100.14
ORD-100553,2025-02-05,Sports,West,Corporate,1,27.78,27.78
ORD-100135,2025-02-05,Clothing,North,Home Office,4,78.48,313.92
ORD-102243,2025-02-05,Sports,East,Consumer,1,49.25,49.25
ORD-100292,2025-02-05,Home & Kitchen,West,Consumer,4,22.54,90.16
ORD-100489,2025-02-06,Sports,North,Consumer,1,71.78,71.78
ORD-100816,2025-02-06,Home & Kitchen,North,Consumer,5,85.55,427.75
ORD-100774,2025-02-06,Sports,South,Corporate,1,170.62,170.62
ORD-101779,2025-02-06,Clothing,West,Corporate,2,55.41,110.82
ORD-101447,2025-02-06,Clothing,West,Consumer,4,76.77,307.08
ORD-102336,2025-02-06,Electronics,East,Consumer,3,345.42,1036.26
ORD-100912,2025-02-06,Sports,West,Home Office,1,186.87,186.87
ORD-101799,2025-02-06,Beauty,South,Consumer,5,14.16,70.8
ORD-101160,2025-02-07,Books,North,Consumer,5,31.88,159.4
ORD-101575,2025-02-07,Books,East,Corporate,1,8.17,8.17
ORD-102162,2025-02-07,Sports,West,Home Office,5,180.97,904.85
ORD-102090,2025-02-07,Electronics,West,Corporate,1,518.59,518.59
ORD-100622,2025-02-07,Books,South,Home Office,2,10.49,20.98
ORD-101671,2025-02-08,Clothing,West,Consumer,4,84.6,338.4
ORD-102322,2025-02-08,Sports,East,Consumer,3,148.68,446.04
ORD-100256,2025-02-08,Beauty,South,Consumer,5,11.64,58.2
ORD-100104,2025-02-09,Clothing,South,Home Office,2,53.8,107.6
ORD-101441,2025-02-09,Electronics,West,Consumer,4,127.55,510.2
ORD-100896,2025-02-09,Electronics,East,Consumer,5,152.77,763.85
ORD-102093,2025-02-09,Home & Kitchen,West,Home Office,1,84.39,84.39
ORD-101774,2025-02-09,Electronics,South,Corporate,1,397.85,397.85
ORD-100388,2025-02-09,Electronics,North,Corporate,5,239.52,1197.6
ORD-100202,2025-02-09,Sports,North,Corporate,5,157.78,788.9
ORD-100656,2025-02-09,Clothing,North,Consumer,5,43.24,216.2
ORD-102306,2025-02-09,Sports,East,Consumer,2,87.36,174.72
ORD-102230,2025-02-10,Electronics,North,Consumer,5,280.45,1402.25
ORD-100680,2025-02-10,Electronics,East,Consumer,5,298.49,1492.45
ORD-100958,2025-02-10,Sports,South,Corporate,1,110.89,110.89
ORD-102018,2025-02-11,Electronics,West,Consumer,4,313.5,1254.0
ORD-101880,2025-02-11,Home & Kitchen,North,Consumer,2,170.84,341.68
ORD-100327,2025-02-11,Books,South,Consumer,3,20.91,62.73
ORD-100743,2025-02-11,Home & Kitchen,West,Consumer,2,56.25,112.5
ORD-100046,2025-02-11,Clothing,West,Corporate,1,89.94,89.94
ORD-102036,2025-02-11,Beauty,East,Corporate,4,34.88,139.52
ORD-100359,2025-02-11,Electronics,East,Consumer,1,252.81,252.81
ORD-101165,2025-02-11,Home & Kitchen,South,Consumer,3,90.44,271.32
ORD-102115,2025-02-11,Clothing,South,Consumer,2,86.68,173.36
ORD-100390,2025-02-11,Home & Kitchen,North,Consumer,4,163.08,652.32
ORD-100425,2025-02-11,Electronics,East,Home Office,4,520.61,2082.44
ORD-101255,2025-02-12,Home & Kitchen,North,Consumer,1,21.4,21.4
ORD-102174,2025-02-12,Home & Kitchen,East,Consumer,1,115.86,115.86
ORD-101487,2025-02-12,Clothing,West,Corporate,5,84.24,421.2
ORD-101868,2025-02-12,Clothing,East,Consumer,4,19.61,78.44
ORD-100657,2025-02-12,Electronics,West,Corporate,3,543.04,1629.12
ORD-101794,2025-02-12,Home & Kitchen,South,Consumer,5,151.58,757.9
ORD-100018,2025-02-13,Home & Kitchen,South,Consumer,1,81.84,81.84
ORD-101902,2025-02-13,Electronics,North,Corporate,5,534.76,2673.8
ORD-102215,2025-02-13,Electronics,South,Home Office,3,470.4,1411.2
ORD-102199,2025-02-13,Clothing,East,Consumer,4,62.04,248.16
ORD-100874,2025-02-13,Electronics,South,Consumer,1,153.34,153.34
ORD-100709,2025-02-14,Clothing,South,Consumer,1,51.46,51.46
ORD-101296,2025-02-14,Home & Kitchen,West,Consumer,4,148.74,594.96
ORD-101814,2025-02-14,Electronics,South,Consumer,4,151.68,606.72
ORD-100199,2025-02-14,Electronics,West,Consumer,1,486.45,486.45
ORD-102015,2025-02-15,Electronics,South,Consumer,4,555.32,2221.28
ORD-101889,2025-02-15,Books,North,Consumer,3,9.24,27.72
ORD-101345,2025-02-15,Electronics,West,Consumer,3,381.08,1143.24
ORD-100651,2025-02-15,Books,South,Consumer,5,23.66,118.3
ORD-100581,2025-02-15,Electronics,East,Corporate,3,240.71,722.13
ORD-100338,2025-02-15,Clothing,East,Consumer,2,61.11,122.22
ORD-102359,2025-02-15,Electronics,West,Consumer,1,407.84,407.84
ORD-101638,2025-02-15,Home & Kitchen,East,Consumer,2,52.29,104.58
ORD-100703,2025-02-15,Clothing,West,Corporate,2,51.75,103.5
ORD-102394,2025-02-15,Home & Kitchen,East,Home Office,5,54.45,272.25
ORD-100428,2025-02-16,Electronics,West,Corporate,5,588.93,2944.65
ORD-100642,2025-02-16,Home & Kitchen,East,Corporate,5,90.3,451.5
ORD-102329,2025-02-16,Home & Kitchen,South,Consumer,3,82.03,246.09
ORD-102353,2025-02-16,Electronics,North,Consumer,1,535.24,535.24
ORD-101775,2025-02-16,Clothing,West,Consumer,1,47.89,47.89
ORD-102017,2025-02-16,Sports,West,Consumer,3,66.97,200.91
ORD-100990,2025-02-17,Clothing,West,Corporate,3,80.47,241.41
ORD-101517,2025-02-17,Clothing,South,Consumer,3,74.1,222.3
ORD-100016,2025-02-17,Sports,West,Corporate,1,166.75,166.75
ORD-101819,2025-02-17,Books,East,Consumer,1,30.46,30.46
ORD-100588,2025-02-17,Home & Kitchen,East,Consumer,2,48.16,96.32
ORD-100437,2025-02-17,Sports,East,Consumer,5,122.55,612.75
ORD-101251,2025-02-17,Sports,North,Home Office,1,122.04,122.04
ORD-100844,2025-02-17,Home & Kitchen,South,Corporate,1,168.5,168.5
ORD-100529,2025-02-17,Clothing,South,Home Office,3,74.23,222.69
ORD-100525,2025-02-17,Clothing,North,Consumer,4,52.54,210.16
ORD-101571,2025-02-17,Clothing,East,Home Office,1,40.33,40.33
ORD-100527,2025-02-18,Electronics,West,Corporate,2,142.12,284.24
ORD-101124,2025-02-18,Sports,West,Consumer,1,137.99,137.99
ORD-101209,2025-02-18,Sports,East,Consumer,3,185.13,555.39
ORD-101565,2025-02-18,Home & Kitchen,North,Consumer,1,30.27,30.27
ORD-100149,2025-02-18,Clothing,East,Consumer,3,46.2,138.6
ORD-100493,2025-02-18,Beauty,West,Corporate,5,16.54,82.7
ORD-101423,2025-02-19,Electronics,East,Home Office,5,340.97,1704.85
ORD-101105,2025-02-19,Clothing,North,Consumer,1,54.61,54.61
ORD-101990,2025-02-19,Clothing,North,Home Office,2,74.14,148.28
ORD-102069,2025-02-19,Clothing,East,Corporate,4,78.8,315.2
ORD-101073,2025-02-19,Books,North,Home Office,5,9.78,48.9
ORD-102029,2025-02-19,Clothing,West,Corporate,1,79.07,79.07
ORD-100741,2025-02-19,Books,North,Corporate,5,35.25,176.25
ORD-100308,2025-02-19,Clothing,North,Consumer,2,50.79,101.58
ORD-100235,2025-02-19,Books,East,Consumer,1,35.12,35.12
ORD-102101,2025-02-20,Clothing,South,Consumer,4,79.47,317.88
ORD-100468,2025-02-20,Beauty,East,Consumer,4,11.18,44.72
ORD-100637,2025-02-20,Electronics,North,Corporate,3,555.97,1667.91
ORD-101107,2025-02-20,Electronics,East,Consumer,4,410.91,1643.64
ORD-101551,2025-02-20,Electronics,West,Consumer,2,325.15,650.3
ORD-100266,2025-02-20,Electronics,North,Consumer,2,199.09,398.18
ORD-101509,2025-02-20,Clothing,East,Consumer,2,53.48,106.96
ORD-101818,2025-02-21,Clothing,North,Corporate,2,50.06,100.12
ORD-101099,2025-02-21,Home & Kitchen,West,Consumer,5,57.69,288.45
ORD-101479,2025-02-21,Electronics,East,Consumer,2,366.66,733.32
ORD-102023,2025-02-21,Home & Kitchen,East,Corporate,5,100.41,502.05
ORD-100050,2025-02-21,Sports,North,Consumer,2,77.63,155.26
ORD-101641,2025-02-21,Books,South,Home Office,2,38.47,76.94
ORD-101294,2025-02-22,Clothing,East,Corporate,2,67.81,135.62
ORD-101034,2025-02-22,Electronics,South,Consumer,5,252.54,1262.7
ORD-101235,2025-02-22,Electronics,West,Consumer,5,202.75,1013.75
ORD-101164,2025-02-22,Books,North,Consumer,1,8.14,8.14
ORD-101136,2025-02-23,Home & Kitchen,South,Consumer,4,53.15,212.6
ORD-100159,2025-02-23,Electronics,North,Consumer,4,599.04,2396.16
ORD-100674,2025-02-23,Books,East,Home Office,5,13.29,66.45
ORD-102221,2025-02-23,Clothing,South,Home Office,1,62.47,62.47
ORD-100612,2025-02-23,Home & Kitchen,North,Consumer,2,137.29,274.58
ORD-101440,2025-02-23,Home & Kitchen,East,Home Office,1,140.82,140.82
ORD-101559,2025-02-23,Clothing,North,Consumer,4,63.04,252.16
ORD-101736,2025-02-24,Electronics,North,Home Office,3,423.45,1270.35
ORD-100643,2025-02-24,Home & Kitchen,West,Corporate,2,30.61,61.22
ORD-100111,2025-02-24,Clothing,North,Consumer,3,40.17,120.51
ORD-101891,2025-02-25,Sports,East,Consumer,1,27.25,27.25
ORD-100127,2025-02-25,Electronics,North,Consumer,2,598.8,1197.6
ORD-101262,2025-02-25,Books,North,Home Office,3,37.18,111.54
ORD-101387,2025-02-25,Books,South,Consumer,5,27.89,139.45
ORD-101642,2025-02-25,Clothing,South,Home Office,5,47.83,239.15
ORD-100424,2025-02-25,Books,East,Consumer,4,25.79,103.16
ORD-100225,2025-02-25,Beauty,North,Corporate,4,40.24,160.96
ORD-102352,2025-02-26,Home & Kitchen,South,Home Office,2,21.66,43.32
ORD-100079,2025-02-26,Home & Kitchen,South,Consumer,2,150.01,300.02
ORD-100900,2025-02-26,Books,West,Consumer,2,28.2,56.4
ORD-101781,2025-02-26,Home & Kitchen,North,Corporate,4,106.92,427.68
ORD-101695,2025-02-26,Sports,East,Corporate,2,166.95,333.9
ORD-100678,2025-02-26,Home & Kitchen,South,Home Office,4,39.66,158.64
ORD-100805,2025-02-26,Clothing,South,Consumer,5,66.31,331.55
ORD-101470,2025-02-27,Home & Kitchen,North,Consumer,3,47.59,142.77
ORD-101603,2025-02-27,Electronics,East,Consumer,3,418.12,1254.36
ORD-100928,2025-02-27,Books,South,Consumer,2,35.52,71.04
ORD-100274,2025-02-27,Home & Kitchen,East,Consumer,2,156.55,313.1
ORD-101674,2025-02-27,Clothing,North,Consumer,2,78.15,156.3
ORD-100469,2025-02-28,Home & Kitchen,North,Consumer,1,107.39,107.39
ORD-101006,2025-02-28,Electronics,West,Consumer,4,575.25,2301.0
ORD-101072,2025-02-28,Clothing,South,Home Office,2,34.05,68.1
ORD-100043,2025-02-28,Electronics,South,Consumer,3,156.66,469.98
ORD-102373,2025-02-28,Beauty,East,Corporate,2,45.97,91.94
ORD-102081,2025-02-28,Home & Kitchen,West,Home Office,4,148.93,595.72
ORD-101143,2025-02-28,Home & Kitchen,North,Consumer,5,51.83,259.15
ORD-101572,2025-02-28,Home & Kitchen,North,Corporate,5,66.2,331.0
ORD-101499,2025-03-01,Clothing,South,Consumer,5,63.1,315.5
ORD-100482,2025-03-01,Clothing,North,Corporate,4,31.7,126.8
ORD-100296,2025-03-01,Electronics,East,Consumer,4,161.74,646.96
ORD-101126,2025-03-01,Home & Kitchen,East,Consumer,3,84.43,253.29
ORD-100476,2025-03-01,Home & Kitchen,North,Consumer,4,91.7,366.8
ORD-101127,2025-03-01,Electronics,North,Consumer,2,274.24,548.48
ORD-100795,2025-03-02,Home & Kitchen,South,Consumer,2,142.96,285.92
ORD-100389,2025-03-02,Home & Kitchen,West,Corporate,1,101.67,101.67
ORD-101507,2025-03-02,Books,East,Consumer,1,13.58,13.58
ORD-101052,2025-03-02,Clothing,South,Home Office,3,41.24,123.72
ORD-100520,2025-03-02,Electronics,East,Consumer,3,263.09,789.27
ORD-100718,2025-03-02,Electronics,West,Corporate,1,544.61,544.61
ORD-101119,2025-03-02,Electronics,South,Corporate,2,148.53,297.06
ORD-102316,2025-03-02,Sports,North,Corporate,4,25.37,101.48
ORD-101417,2025-03-02,Clothing,West,Consumer,4,66.65,266.6
ORD-100318,2025-03-03,Home & Kitchen,North,Consumer,4,42.04,168.16
